"choice","service","household","cost"
FALSE,"local",361,2.3204
FALSE,"metro",361,13.816
TRUE,"standard",361,1.7544
FALSE,"budget",362,1.7984
FALSE,"extended",362,13.816
TRUE,"local",362,2.3204
FALSE,"metro",362,13.816
FALSE,"standard",362,1.7544
FALSE,"budget",363,2.3906
FALSE,"extended",363,13.816
FALSE,"local",363,2.3204
FALSE,"metro",363,13.816
TRUE,"standard",363,2.2428
FALSE,"budget",364,2.4042
FALSE,"extended",364,13.816
TRUE,"local",364,2.3204
FALSE,"metro",364,13.816
FALSE,"standard",364,2.2586
FALSE,"budget",365,2.2976
FALSE,"extended",365,13.816
FALSE,"local",365,2.3204
FALSE,"metro",365,13.816
TRUE,"standard",365,2.1342
FALSE,"budget",366,1.8099
FALSE,"extended",366,13.816
FALSE,"local",366,2.3204
FALSE,"metro",366,13.816
TRUE,"standard",366,1.7544
FALSE,"budget",367,1.8579
FALSE,"extended",367,13.816
FALSE,"local",367,2.1377
FALSE,"metro",367,13.816
TRUE,"standard",367,1.7544
TRUE,"budget",368,1.763
FALSE,"extended",368,13.816
FALSE,"local",368,2.1377
FALSE,"metro",368,13.816
FALSE,"standard",368,1.7544
FALSE,"budget",369,2.267
FALSE,"extended",369,13.816
TRUE,"local",369,2.1377
FALSE,"metro",369,13.816
FALSE,"standard",369,2.098
TRUE,"budget",370,1.5282
FALSE,"extended",370,13.816
FALSE,"local",370,2.1377
FALSE,"metro",370,13.816
FALSE,"standard",370,1.7544
FALSE,"budget",371,1.6752
FALSE,"extended",371,13.816
FALSE,"local",371,2.1377
FALSE,"metro",371,13.816
TRUE,"standard",371,1.7544
FALSE,"budget",372,1.7263
FALSE,"extended",372,13.816
FALSE,"local",372,2.1377
FALSE,"metro",372,13.816
TRUE,"standard",372,1.7544
FALSE,"budget",373,2.5665
FALSE,"extended",373,13.816
FALSE,"local",373,2.1377
FALSE,"metro",373,13.816
TRUE,"standard",373,2.4441
TRUE,"budget",374,2.5741
FALSE,"extended",374,13.816
FALSE,"local",374,2.1377
FALSE,"metro",374,13.816
FALSE,"standard",374,2.4527
TRUE,"budget",375,1.6696
FALSE,"extended",375,13.816
FALSE,"local",375,2.3204
FALSE,"metro",375,13.816
FALSE,"standard",375,1.7544
FALSE,"budget",376,1.7851
FALSE,"extended",376,13.816
FALSE,"local",376,2.3204
FALSE,"metro",376,13.816
TRUE,"standard",376,1.7544
FALSE,"budget",377,2.1029
FALSE,"extended",377,13.816
TRUE,"local",377,2.3204
FALSE,"metro",377,13.816
FALSE,"standard",377,1.9006
FALSE,"budget",378,1.9036
FALSE,"extended",378,13.816
FALSE,"local",378,2.3204
FALSE,"metro",378,13.816
TRUE,"standard",378,1.7544
FALSE,"budget",379,2.0769
FALSE,"extended",379,13.816
FALSE,"local",379,2.3204
FALSE,"metro",379,13.816
TRUE,"standard",379,1.8687
FALSE,"budget",380,2.0968
FALSE,"extended",380,13.816
FALSE,"local",380,2.3204
FALSE,"metro",380,13.816
TRUE,"standard",380,1.8931
TRUE,"budget",381,1.3481
FALSE,"extended",381,13.816
FALSE,"local",381,2.3204
FALSE,"metro",381,13.816
FALSE,"standard",381,1.7544
FALSE,"budget",382,1.4884
FALSE,"extended",382,13.816
FALSE,"local",382,2.3204
FALSE,"metro",382,13.816
TRUE,"standard",382,1.7544
TRUE,"budget",383,1.8976
FALSE,"extended",383,13.816
FALSE,"local",383,2.3204
FALSE,"metro",383,13.816
FALSE,"standard",383,1.7544
TRUE,"budget",384,1.4327
FALSE,"extended",384,13.816
FALSE,"local",384,2.3204
FALSE,"metro",384,13.816
FALSE,"standard",384,1.7544
FALSE,"budget",385,1.8718
FALSE,"extended",385,13.816
FALSE,"local",385,2.3204
FALSE,"metro",385,13.816
TRUE,"standard",385,1.7544
FALSE,"budget",386,1.4816
FALSE,"extended",386,13.816
TRUE,"local",386,2.3204
FALSE,"metro",386,13.816
FALSE,"standard",386,1.7544
TRUE,"budget",387,1.5041
FALSE,"extended",387,13.816
FALSE,"local",387,2.3204
FALSE,"metro",387,13.816
FALSE,"standard",387,1.7544
FALSE,"budget",388,2.0308
FALSE,"extended",388,13.816
TRUE,"local",388,2.3204
FALSE,"metro",388,13.816
FALSE,"standard",388,1.8116
FALSE,"budget",389,1.8871
FALSE,"extended",389,13.816
TRUE,"local",389,2.3204
FALSE,"metro",389,13.816
FALSE,"standard",389,1.7544
FALSE,"budget",390,1.914
FALSE,"extended",390,13.816
FALSE,"local",390,2.3204
FALSE,"metro",390,13.816
TRUE,"standard",390,1.7544
FALSE,"budget",391,1.9685
FALSE,"extended",391,13.816
FALSE,"local",391,2.3204
FALSE,"metro",391,13.816
TRUE,"standard",391,1.7544
FALSE,"budget",392,3.1254
FALSE,"extended",392,13.816
TRUE,"local",392,2.3204
FALSE,"metro",392,13.816
FALSE,"standard",392,3.0573
FALSE,"budget",393,1.2296
FALSE,"extended",393,13.816
FALSE,"local",393,2.3204
FALSE,"metro",393,13.816
TRUE,"standard",393,1.7544
FALSE,"budget",394,1.9257
FALSE,"extended",394,13.816
FALSE,"local",394,2.1377
FALSE,"metro",394,13.816
TRUE,"standard",394,1.7544
TRUE,"budget",395,1.4351
FALSE,"extended",395,13.816
FALSE,"local",395,2.1377
FALSE,"metro",395,13.816
FALSE,"standard",395,1.7544
FALSE,"budget",396,2.5953
FALSE,"extended",396,13.816
FALSE,"local",396,2.1377
FALSE,"metro",396,13.816
TRUE,"standard",396,2.4765
FALSE,"budget",397,2.0618
FALSE,"extended",397,13.816
FALSE,"local",397,2.1377
FALSE,"metro",397,13.816
TRUE,"standard",397,1.85
FALSE,"budget",398,1.8165
FALSE,"extended",398,13.816
FALSE,"local",398,2.1377
FALSE,"metro",398,13.816
TRUE,"standard",398,1.7544
FALSE,"budget",399,1.8165
FALSE,"extended",399,13.816
FALSE,"local",399,2.1377
FALSE,"metro",399,13.816
TRUE,"standard",399,1.7544
FALSE,"budget",400,1.981
FALSE,"extended",400,13.816
FALSE,"local",400,2.1377
FALSE,"metro",400,13.816
TRUE,"standard",400,1.7544
FALSE,"budget",401,1.6487
FALSE,"extended",401,13.816
FALSE,"local",401,2.1377
FALSE,"metro",401,13.816
TRUE,"standard",401,1.7544
TRUE,"budget",402,1.7681
FALSE,"extended",402,13.816
FALSE,"local",402,2.1377
FALSE,"metro",402,13.816
FALSE,"standard",402,1.7544
FALSE,"budget",403,2.4579
FALSE,"extended",403,13.816
TRUE,"local",403,1.9502
FALSE,"metro",403,13.816
FALSE,"standard",403,2.3204
FALSE,"budget",404,2.0669
FALSE,"extended",404,13.816
TRUE,"local",404,1.9502
FALSE,"metro",404,13.816
FALSE,"standard",404,1.8563
FALSE,"budget",405,2.8414
FALSE,"extended",405,13.816
TRUE,"local",405,1.9502
FALSE,"metro",405,13.816
FALSE,"standard",405,2.7498
FALSE,"budget",406,1.5872
FALSE,"extended",406,13.816
TRUE,"local",406,1.9502
FALSE,"metro",406,13.816
FALSE,"standard",406,1.7544
FALSE,"budget",407,1.4656
FALSE,"extended",407,13.816
TRUE,"local",407,1.9502
FALSE,"metro",407,13.816
FALSE,"standard",407,1.7544
FALSE,"budget",408,2.6159
FALSE,"extended",408,13.816
TRUE,"local",408,1.9502
FALSE,"metro",408,13.816
FALSE,"standard",408,2.4998
FALSE,"budget",409,1.9459
FALSE,"extended",409,13.816
TRUE,"local",409,1.9502
FALSE,"metro",409,13.816
FALSE,"standard",409,1.7544
FALSE,"budget",410,2.2659
FALSE,"extended",410,13.816
TRUE,"local",410,1.9502
FALSE,"metro",410,13.816
FALSE,"standard",410,2.0968
FALSE,"budget",411,1.3271
FALSE,"extended",411,13.816
FALSE,"local",411,1.9502
FALSE,"metro",411,13.816
TRUE,"standard",411,1.7544
FALSE,"budget",412,1.9125
FALSE,"extended",412,13.816
TRUE,"local",412,1.9502
FALSE,"metro",412,13.816
FALSE,"standard",412,1.7544
FALSE,"budget",413,1.7228
FALSE,"extended",413,13.816
FALSE,"local",413,1.9502
FALSE,"metro",413,13.816
TRUE,"standard",413,1.7544
FALSE,"budget",414,2.7479
FALSE,"extended",414,13.816
FALSE,"local",414,1.9502
FALSE,"metro",414,13.816
TRUE,"standard",414,2.6469
FALSE,"budget",415,2.2597
FALSE,"extended",415,13.816
TRUE,"local",415,1.9502
FALSE,"metro",415,13.816
FALSE,"standard",415,2.0894
FALSE,"budget",416,1.6292
FALSE,"extended",416,13.816
TRUE,"local",416,1.9502
FALSE,"metro",416,13.816
FALSE,"standard",416,1.7544
FALSE,"budget",417,2.1017
FALSE,"extended",417,13.816
TRUE,"local",417,1.9502
FALSE,"metro",417,13.816
FALSE,"standard",417,1.8991
FALSE,"budget",418,2.9826
FALSE,"extended",418,13.816
TRUE,"local",418,1.9502
FALSE,"metro",418,13.816
FALSE,"standard",418,2.9036
TRUE,"budget",419,1.6808
FALSE,"extended",419,13.816
FALSE,"local",419,1.9502
FALSE,"metro",419,13.816
FALSE,"standard",419,1.7544
FALSE,"budget",420,2.4982
FALSE,"extended",420,13.816
TRUE,"local",420,1.9502
FALSE,"metro",420,13.816
FALSE,"standard",420,2.3665
FALSE,"budget",421,2.1815
FALSE,"extended",421,13.816
TRUE,"local",421,1.9502
FALSE,"metro",421,13.816
FALSE,"standard",421,1.9961
FALSE,"budget",422,1.4351
FALSE,"extended",422,13.816
FALSE,"local",422,1.9502
FALSE,"metro",422,13.816
TRUE,"standard",422,1.7544
TRUE,"budget",423,1.4725
FALSE,"extended",423,13.816
FALSE,"local",423,1.9502
FALSE,"metro",423,13.816
FALSE,"standard",423,1.7544
TRUE,"budget",424,2.2555
FALSE,"extended",424,13.816
FALSE,"local",424,1.9502
FALSE,"metro",424,13.816
FALSE,"standard",424,2.0844
FALSE,"budget",425,2.2192
FALSE,"extended",425,13.816
TRUE,"local",425,1.9502
FALSE,"metro",425,13.816
FALSE,"standard",425,2.0412
FALSE,"budget",426,2.5241
FALSE,"extended",426,13.816
FALSE,"local",426,2.1377
FALSE,"metro",426,13.816
TRUE,"standard",426,2.3961
FALSE,"budget",427,1.5129
FALSE,"extended",427,13.816
TRUE,"local",427,2.1377
FALSE,"metro",427,13.816
FALSE,"standard",427,1.7544
TRUE,"budget",428,1.9892
FALSE,"extended",428,13.816
FALSE,"local",428,2.1377
FALSE,"metro",428,13.816
FALSE,"standard",428,1.7596
FALSE,"budget",429,1.2698
FALSE,"extended",429,13.816
TRUE,"local",429,2.1377
FALSE,"metro",429,13.816
FALSE,"standard",429,1.7544
FALSE,"budget",430,2.3302
FALSE,"extended",430,13.816
FALSE,"local",430,2.1377
FALSE,"metro",430,13.816
TRUE,"standard",430,2.1725
FALSE,"budget",431,2.1471
FALSE,"extended",431,13.816
TRUE,"local",431,2.1377
FALSE,"metro",431,13.816
FALSE,"standard",431,1.9544
FALSE,"budget",432,1.9727
FALSE,"extended",432,13.816
FALSE,"local",432,2.1377
FALSE,"metro",432,13.816
TRUE,"standard",432,1.7544
FALSE,"budget",433,1.7851
FALSE,"extended",433,13.816
FALSE,"local",433,2.1377
FALSE,"metro",433,13.816
TRUE,"standard",433,1.7544
FALSE,"budget",434,2.245
FALSE,"extended",434,13.816
FALSE,"local",434,2.1377
FALSE,"metro",434,13.816
TRUE,"standard",434,2.0719
